Chr	Start	End	MedianPoint	Midpoint	Width	Feature_name	Name	Type	Direction	WatsonHpM	CrickHpM	TotalHpM	DCHpM	DCHpMpercent
15	103914	104174	104066	104044	261	YOL114C	null	divergent	-,+	189.72	154.24	343.96	8.02	2.33
15	106361	106535	106441	106448	175	YOL113W	SKM1	directional	+,+	76.18	58.29	134.48	3.42	2.54
15	108063	108522	108229	108292.5	460	YOL111C	MDY2	NA	NA	118.68	91.39	210.07	9.36	4.45
15	108967	109523	109324	109245	557	YOL110W	SHR5	NA	NA	112.36	175.61	287.98	7.51	2.61
15	109914	110139	110024	110026.5	226	YOL110W	SHR5	directional	+,+	139.33	90.91	230.24	12.79	5.56
15	110864	110938	110901	110901	75	tG(UCC)O	SUF1	convergent	+,-	14.27	9.99	24.26	0.18	0.72
15	111850	112061	111956	111955.5	212	YOL108C	INO4	divergent	-,+	85.06	70.91	155.97	4.13	2.65
15	117438	117658	117516	117548	221	YOL104C	NDJ1	divergent_overlapping	-,+	44.58	58.37	102.94	0.93	0.91
15	123633	123868	123718	123750.5	236	YOLWdelta5	null	directional_overlapping	+,+	94.25	129.27	223.51	4.55	2.04
15	126736	126879	126817	126807.5	144	YOL102C	TPT1	directional	-,-	33.23	36.98	70.21	0.83	1.18
15	127980	128529	128206	128254.5	550	YOL101C	IZH4	divergent	-,+	290.34	331.69	622.03	30.84	4.96
15	135903	136458	136093	136180.5	556	YOL097C	WRS1	divergent	-,+	237.42	250.31	487.73	7.77	1.59
15	137800	138037	137946	137918.5	238	YOL097C	WRS1	directional	-,-	168.03	154.38	322.41	8.66	2.69
15	139091	139212	139159	139151.5	122	YOL095C	HMI1	directional	-,-	27.74	27.14	54.88	0.33	0.61
15	141348	141536	141427	141442	189	YOL095C	HMI1	directional	-,-	62.31	58.87	121.18	1.39	1.15
15	142609	142786	142699	142697.5	178	YOL093W	TRM10	divergent	-,+	69.26	48.82	118.08	0.75	0.64
15	143939	144210	144096	144074.5	272	YOL092W	null	directional	+,+	209.66	311.02	520.68	23.27	4.47
15	145149	145269	145215	145209	121	YOL092W	null	directional	+,+	22.59	32.25	54.84	1.53	2.79
15	147123	147316	147213	147219.5	194	YOL091W	SPO21	directional	+,+	88.9	123.28	212.18	1.57	0.74
15	153567	153888	153682	153727.5	322	YOL088C	MPD2	directional	-,-	96.92	90.13	187.05	3.4	1.82
15	154722	154972	154829	154847	251	YOL088C	MPD2	directional	-,-	121.83	130.17	252	8.14	3.23
15	158914	159133	159037	159023.5	220	YOL086W-A	null	divergent	-,+	88.09	66.58	154.66	4.09	2.64
15	160782	161400	160948	161091	619	YOL086C	ADH1	divergent	-,+	194.39	150.23	344.62	18.85	5.47
15	161678	162074	161912	161876	397	YOL084W	PHM7	divergent	-,+	247.79	197.13	444.93	22.63	5.09
15	163085	163258	163163	163171.5	174	YOL084W	PHM7	NA	NA	28.6	35.28	63.88	0.51	0.79
15	165448	165521	165489	165484.5	74	YOL084W	PHM7	directional	+,+	9.51	14.16	23.67	0.35	1.48
15	170088	170856	170520	170472	769	YOL082W	ATG19	directional	+,+	301.42	430.54	731.96	23.21	3.17
15	181446	181662	181557	181554	217	YOL078W	AVO1	divergent	-,+	93.97	92.37	186.34	3.79	2.04
15	185177	185416	185270	185296.5	240	YOL078W	AVO1	directional	+,+	59.95	34.78	94.73	0.8	0.84
15	186780	187037	186945	186908.5	258	YOL076W	MDM20	divergent	-,+	157.67	68.61	226.28	7.77	3.43
15	193260	193859	193668	193559.5	600	YOL073C	null	directional	-,-	297.56	429.58	727.14	19.72	2.71
15	194772	194998	194877	194885	227	YOL072W	THP1	divergent	-,+	110.81	136.36	247.17	1.23	0.5
15	196153	196538	196426	196345.5	386	YOL071W	EMI5	directional	+,+	180.68	116.89	297.57	6.54	2.2
15	198705	198974	198861	198839.5	270	YOL069W	NUF2	divergent	-,+	319.98	439.58	759.56	21.27	2.8
15	201794	202009	201876	201901.5	216	YOL068C	HST1	directional	-,-	81.32	99.63	180.94	4.13	2.28
15	202506	202732	202635	202619	227	YOL066C	RIB2	directional	-,-	108.59	73.8	182.39	3.38	1.85
15	204497	204699	204610	204598	203	YOL065C	INP54	directional	-,-	104.79	74.09	178.89	3.01	1.68
15	205914	206075	205998	205994.5	162	YOL064C	MET22	directional	-,-	34.05	42.61	76.66	1.39	1.82
15	207226	207373	207309	207299.5	148	YOL063C	CRT10	directional	-,-	29.26	24.62	53.88	0.7	1.3
15	210369	210440	210410	210404.5	72	YOL063C	CRT10	directional	-,-	12.21	13.28	25.49	0.05	0.2
15	212000	212218	212101	212109	219	YOL062C	APM4	divergent	-,+	60.89	86.64	147.53	1.24	0.84
15	216221	217083	216721	216652	863	YOL059W	GPD2	divergent	-,+	744.94	794.42	1539.36	92.84	6.03
15	218658	219120	218864	218889	463	YOL058W	ARG1	directional	+,+	719.13	773.57	1492.7	110.77	7.42
15	220506	220741	220626	220623.5	236	YOL058W	ARG1	directional	+,+	107.07	134.45	241.52	9.2	3.81
15	223036	223155	223101	223095.5	120	YOL058W	ARG1	directional	+,+	20.03	26.62	46.65	0.73	1.57
15	226217	226765	226393	226491	549	tG(GCC)O1	null	divergent	-,+	87.75	114.01	201.75	8.03	3.98
15	228430	228498	228466	228464	69	YOL055C	THI20	divergent	-,+	11.13	15.03	26.16	0.21	0.79
15	229970	230123	230049	230046.5	154	YOL053W	AIM39	directional	+,+	21.83	19.51	41.34	0.26	0.63
15	232045	232422	232227	232233.5	378	YOL052C	SPE2	directional	-,-	86.55	60.26	146.81	5.44	3.71
15	233766	234269	234064	234017.5	504	snR81	SNR81	divergent	-,+	211.3	166.07	377.37	10.47	2.77
15	234488	234748	234626	234618	261	snR81	SNR81	divergent	-,+	111.09	151.58	262.67	7.38	2.81
15	238381	238527	238447	238454	147	YOL049W	GSH2	directional	+,+	27.25	24.49	51.74	0.9	1.73
15	241394	241555	241486	241474.5	162	YOL047C	null	directional	-,-	48.66	24.85	73.51	0.2	0.27
15	242765	243247	242912	243006	483	YOL047C	null	divergent	-,+	292.79	558.22	851.02	39.78	4.67
15	246889	247121	247034	247005	233	YOL044W	PEX15	directional	+,+	102.84	122.17	225.02	6.91	3.07
15	252721	252895	252833	252808	175	YOL041C	NOP12	directional	-,-	40.17	31.06	71.23	1	1.41
15	253765	254129	253869	253947	365	YOL039W	RPP2A	divergent	-,+	34.43	39.78	74.2	0.78	1.06
15	255164	255288	255226	255226	125	YOL038W	PRE6	divergent	-,+	15.64	14.17	29.81	0	0
15	256156	256342	256260	256249	187	YOL038W	PRE6	directional	+,+	37.86	38.59	76.46	0.59	0.77
15	259182	259320	259258	259251	139	YOL036W	null	directional	+,+	40.93	37.09	78.02	1.8	2.31
15	260139	260184	260152	260161.5	46	YOL034W	SMC5	null	null	9.65	5.38	15.03	0	0
15	265166	265311	265241	265238.5	146	YOL033W	MSE1	directional	+,+	21.1	24.06	45.16	0.61	1.34
15	267576	268157	267767	267866.5	582	YOL030W	GAS5	divergent	-,+	506.04	702.79	1208.83	45.86	3.79
15	271600	271814	271715	271707	215	YOL027C	MDM38	directional	-,-	126.05	171.35	297.41	6.69	2.25
15	273760	274004	273900	273882	245	YOL026C	MIM1	directional	-,-	79.41	47.85	127.27	0.95	0.74
15	274362	274867	274553	274614.5	506	YOL026C	MIM1	divergent	-,+	117.21	70.92	188.13	4.02	2.14
15	277616	278001	277875	277808.5	386	ARS1511	null	directional	+,+	31.84	59.59	91.43	0.95	1.04
15	285473	285984	285779	285728.5	512	YOL021C	DIS3	divergent	-,+	560.14	513.25	1073.39	65.24	6.08
15	288053	288611	288430	288332	559	tY(GUA)O	SUP3	NA	NA	220.11	262.59	482.7	15.03	3.11
15	292174	292258	292201	292216	85	YOL018C	TLG2	divergent	-,+	8.05	15.17	23.22	0.06	0.25
15	296286	296436	296372	296361	151	YOL016C	CMK2	divergent	-,+	27.42	28.1	55.51	0.45	0.82
15	296791	296974	296899	296882.5	184	YOL015W	IRC10	divergent	-,+	51.04	36.93	87.98	0.3	0.34
15	303228	303407	303332	303317.5	180	YOL012C	HTZ1	directional	-,-	43.54	43.9	87.44	0.59	0.68
15	304105	304924	304489	304514.5	820	YOL011W	PLB3	divergent	-,+	97.11	85.9	183.01	2.8	1.53
15	312619	312880	312739	312749.5	262	YOL006C	TOP1	directional	-,-	130.21	177.37	307.58	5.96	1.94
15	315091	315211	315156	315151	121	YOL006C	TOP1	NA	NA	32.3	21.95	54.26	0.11	0.2
15	315524	315968	315704	315746	445	YOL005C	RPB11	directional	-,-	228.18	186.91	415.09	5.86	1.41
15	316210	316705	316524	316457.5	496	YOL005C	RPB11	divergent	-,+	109.53	172.64	282.16	1.97	0.7
15	323056	323172	323113	323114	117	YOL003C	PFA4	directional	-,-	22.08	9.41	31.49	0.43	1.37
15	324394	324827	324694	324610.5	434	YOL002C	IZH2	divergent	-,+	123.77	129.02	252.78	2.15	0.85
15	329152	329310	329225	329231	159	YOR002W	ALG6	directional	+,+	36.37	31.98	68.36	0.17	0.25
15	331175	331360	331261	331267.5	186	YOR003W	YSP3	directional	+,+	35.75	49.91	85.66	0.19	0.23
15	338715	338790	338748	338752.5	76	YOR006C	TSR3	directional	-,-	7.65	11.81	19.46	0	0
15	349200	349319	349258	349259.5	120	YOR011W	AUS1	divergent	-,+	10.67	9.51	20.19	0.22	1.11
15	356355	356499	356436	356427	145	YOR012W	null	directional	+,+	23.16	35.16	58.32	0.62	1.07
15	357208	357356	357271	357282	149	YOR012W	null	directional	+,+	22.27	20.52	42.79	0.14	0.32
15	361215	361345	361279	361280	131	YOR016C	ERP4	divergent	-,+	25.5	23.26	48.76	0.32	0.66
15	364136	364228	364189	364182	93	YOR018W	ROD1	directional	+,+	13.95	7.46	21.42	0	0
15	367757	367965	367834	367861	209	YOR019W	null	directional	+,+	28.23	40.19	68.43	0.12	0.17
15	370926	371089	370981	371007.5	164	YOR020C	HSP10	divergent	-,+	16.97	26.66	43.63	0.19	0.44
15	373580	373662	373637	373621	83	YOR021C	SFM1	directional	-,-	8.9	13.03	21.93	0.15	0.7
15	377918	377992	377957	377955	75	YOR023C	AHC1	divergent	-,+	10.79	11.05	21.85	0	0
15	380763	380881	380809	380822	119	YOR026W	BUB3	NA	NA	15.06	18.23	33.3	0.12	0.36
15	394657	394916	394757	394786.5	260	YOR034C	AKR2	directional	-,-	80.05	164	244.05	2.99	1.22
15	397285	397573	397429	397429	289	YOR034C-A	null	NA	NA	102.01	136.16	238.18	3.83	1.61
15	400165	400273	400220	400219	109	YOR036W	PEP12	divergent	-,+	7.27	17.3	24.57	0.06	0.24
15	405424	405579	405501	405501.5	156	YOR038C	HIR2	divergent	-,+	51.11	30.56	81.68	0.56	0.68
15	408152	408335	408232	408243.5	184	snR9	SNR9	directional	+,+	32.97	27.84	60.81	0.28	0.45
15	410002	410441	410136	410221.5	440	snR62	SNR62	directional	+,+	125.03	112.56	237.59	3.83	1.61
15	412467	412715	412622	412591	249	YOR043W	WHI2	directional	+,+	61.2	85.69	146.89	1.4	0.95
15	417900	418150	418021	418025	251	YOR047C	STD1	directional	-,-	107.25	100.93	208.18	2.32	1.11
15	421763	421907	421832	421835	145	YOR048C	RAT1	directional	-,-	33.31	70.28	103.59	0.53	0.51
15	422260	422461	422369	422360.5	202	YOR049C	RSB1	directional	-,-	87.83	63.55	151.38	3.32	2.19
15	424084	424650	424323	424367	567	YOR051C	null	directional	-,-	110.99	101.47	212.46	4.76	2.24
15	426221	426462	426348	426341.5	242	YOR051C	null	directional	-,-	80.82	82.59	163.41	5.01	3.07
15	430045	430254	430133	430149.5	210	YOR056C	NOB1	directional	-,-	60.82	55.71	116.53	1.15	0.99
15	431711	432119	431798	431915	409	YOR057W	SGT1	divergent	-,+	52.6	43.31	95.91	0.58	0.61
15	436596	436740	436668	436668	145	ARS1501	null	directional	-,-	42.87	12.81	55.68	0.11	0.21
15	441237	441329	441280	441283	93	YOR060C	SLD7	divergent	-,+	12.84	10.92	23.76	0	0
15	443765	444022	443925	443893.5	258	YOR062C	null	divergent	-,+	31.36	45.2	76.56	1.03	1.35
15	444355	444478	444398	444416.5	124	YOR063W	RPL3	divergent	-,+	8.54	19.83	28.37	0	0
15	446785	447013	446880	446899	229	YOR064C	YNG1	divergent	-,+	65.63	60.92	126.55	3.16	2.5
15	448905	449190	449019	449047.5	286	YOR066W	MSA1	directional	+,+	158.45	118.64	277.09	3.52	1.27
15	453522	453672	453602	453597	151	YOR067C	ALG8	divergent_overlapping	-,+	35.47	35.61	71.09	0.11	0.16
15	457966	458251	458111	458108.5	286	YOR070C	GYP1	directional	-,-	147.06	133.22	280.29	3.22	1.15
15	461668	461997	461839	461832.5	330	YOR071C	NRT1	divergent	-,+	76.61	126.77	203.37	4.63	2.28
15	462410	462590	462498	462500	181	YOR071C	NRT1	divergent	-,+	55.5	26.41	81.91	1.1	1.35
15	462795	462909	462851	462852	115	YOR071C	NRT1	divergent	-,+	21.48	10.2	31.68	0	0
15	467015	467101	467054	467058	87	YOR074C	CDC21	NA	NA	13.89	8.04	21.93	0.14	0.63
15	467677	467788	467740	467732.5	112	YOR074C	CDC21	divergent	-,+	9.12	18.79	27.9	0.14	0.5
15	468057	468174	468131	468115.5	118	YOR075W	UFE1	divergent	-,+	9.86	14.66	24.52	0.05	0.21
15	471724	471857	471786	471790.5	134	YOR077W	RTS2	divergent	-,+	25.3	33.71	59.01	0.43	0.72
15	472390	472631	472500	472510.5	242	YOR077W	RTS2	NA	NA	39.01	26.76	65.77	0.1	0.16
15	479262	479489	479352	479375.5	228	YOR083W	WHI5	divergent	-,+	153.79	140.24	294.03	4.58	1.56
15	479782	481965	480534	480873.5	2184	YOR084W	LPX1	NA	NA	571.11	686.19	1257.3	35.86	2.85
15	486971	487631	487345	487301	661	YOR087W	YVC1	divergent	-,+	741.63	622.02	1363.65	18.39	1.35
15	490913	491122	491016	491017.5	210	YOR090C	PTC5	directional	-,-	53.54	67.71	121.25	0.83	0.69
15	492957	493365	493227	493161	409	YOR091W	TMA46	divergent	-,+	85.37	58.9	144.27	0.54	0.37
15	494219	495040	494545	494629.5	822	YOR091W	TMA46	directional	+,+	652.95	896.75	1549.71	90.1	5.81
15	502571	502696	502638	502633.5	126	YOR092W	ECM3	directional	+,+	13.61	24.15	37.75	0.11	0.3
15	504536	504820	504705	504678	285	YOR095C	RKI1	divergent	-,+	42.85	86.13	128.98	2.34	1.81
15	505157	505317	505239	505237	161	YOR096W	RPS7A	divergent	-,+	18.58	46.82	65.4	0.63	0.97
15	507663	507731	507705	507697	69	YOR096W	RPS7A	convergent	+,-	9.14	9.96	19.11	0.08	0.42
15	511271	511678	511485	511474.5	408	YOR098C	NUP1	divergent	-,+	167.51	131.03	298.55	5.46	1.83
15	514452	515010	514727	514731	559	YOR100C	CRC1	divergent	-,+	54.98	74.44	129.42	1.1	0.85
15	520475	521051	520763	520763	577	YOR107W	RGS2	directional	+,+	168.29	174.1	342.38	12.32	3.6
15	522627	522908	522742	522767.5	282	YOR108W	LEU9	directional	+,+	125.57	188.58	314.14	6.51	2.07
15	524983	525084	525033	525033.5	102	YOR108W	LEU9	directional	+,+	7.73	17.79	25.53	0.08	0.31
15	531253	531429	531340	531341	177	YOR112W	CEX1	directional	+,+	41.28	47.52	88.79	1.52	1.71
15	533779	533963	533854	533871	185	YOR112W	CEX1	directional	+,+	46.67	24.81	71.48	0.25	0.34
15	537149	537372	537284	537260.5	224	YOR114W	null	directional	+,+	100.31	100.57	200.88	2.97	1.48
15	539557	539685	539620	539621	129	YOR116C	RPO31	directional	-,-	29.5	15.52	45.01	0.36	0.81
15	544404	544951	544625	544677.5	548	YOR117W	RPT5	divergent	-,+	189.57	166.24	355.8	8.68	2.44
15	546425	546647	546524	546536	223	YOR117W	RPT5	directional	+,+	131.49	103.78	235.27	5.59	2.37
15	550304	550944	550684	550624	641	YOR119C	RIO1	divergent	-,+	115.85	110.24	226.09	1.67	0.74
15	552914	553143	553045	553028.5	230	YOR122C	PFY1	directional	-,-	61.57	52.28	113.85	2.69	2.37
15	554666	554778	554731	554722	113	YOR124C	UBP2	directional	-,-	17.24	21.68	38.92	0.35	0.9
15	558710	558945	558806	558827.5	236	YOR124C	UBP2	directional	-,-	76.12	105.55	181.67	3.82	2.1
15	559777	559955	559857	559866	179	YOR126C	IAH1	directional	-,-	72.34	44.99	117.33	0.39	0.33
15	560691	560899	560795	560795	209	YOR126C	IAH1	divergent	-,+	92.85	50.39	143.24	1.3	0.91
15	566273	566501	566393	566387	229	ARS1516	ARS1516	directional	-,-	93.62	69.6	163.22	2.98	1.82
15	569624	569821	569733	569722.5	198	YOR129C	AFI1	directional	-,-	128.47	77.83	206.3	1.93	0.94
15	570836	571105	570964	570970.5	270	YOR130C	ORT1	directional	-,-	165.83	165.42	331.25	6.11	1.84
15	571987	572153	572080	572070	167	YOR131C	null	directional	-,-	28.61	42.44	71.06	1.19	1.68
15	572896	573057	572964	572976.5	162	YOR131C	null	divergent	-,+	37.98	33.85	71.83	0.73	1.01
15	574810	574966	574871	574888	157	YOR132W	VPS17	directional	+,+	26.88	30.92	57.81	0.08	0.14
15	578037	578119	578092	578078	83	YOR133W	EFT1	directional	+,+	11.61	6.51	18.12	0.05	0.28
15	579342	579464	579410	579403	123	YOR134W	BAG7	NA	NA	10.76	16.95	27.71	0.33	1.18
15	579732	580049	579936	579890.5	318	YOR134W	BAG7	directional	+,+	56.28	59.51	115.8	0.96	0.83
15	584067	584293	584194	584180	227	YOR138C	RUP1	directional	-,-	154.58	81.37	235.94	1.91	0.81
15	586367	586668	586559	586517.5	302	YOR138C	RUP1	divergent	-,+	636.6	283.59	920.19	23.57	2.56
15	587431	588161	587793	587796	731	YOR140W	SFL1	NA	NA	140.6	246.56	387.16	4.99	1.29
15	592601	592855	592743	592728	255	YOR141C	ARP8	divergent	-,+	93.64	105.15	198.78	2.13	1.07
15	594280	594392	594325	594336	113	tG(CCC)O	SUF5	directional_overlapping	+,+	13.47	16.03	29.5	0.14	0.48
15	602471	602594	602525	602532.5	124	YOR143C	THI80	directional	-,-	18.43	21.8	40.24	0.29	0.73
15	605180	605335	605265	605257.5	156	YOR145C	PNO1	directional	-,-	23.21	42.07	65.29	0.72	1.11
15	606220	606561	606443	606390.5	342	YOR147W	MDM32	divergent	-,+	112.01	177.25	289.26	3.69	1.28
15	609217	609413	609296	609315	197	YOR148C	SPP2	directional	-,-	60.73	50.01	110.73	0.76	0.68
15	611465	611958	611828	611711.5	494	YOR150W	MRPL23	divergent	-,+	83.83	71.18	155.01	1.85	1.19
15	617006	617133	617093	617069.5	128	YOR151C	RPB2	directional	-,-	29.38	14.38	43.77	0.11	0.25
15	618490	618732	618632	618611	243	YOR152C	null	divergent	-,+	55	42.54	97.53	2.32	2.38
15	619070	619631	619251	619350.5	562	YOR153W	PDR5	divergent	-,+	146.24	239.66	385.9	6.2	1.61
15	624448	624657	624533	624552.5	210	YOR153W	PDR5	directional	+,+	115.28	120.46	235.74	1.92	0.81
15	628007	628210	628102	628108.5	204	YOR155C	ISN1	directional	-,-	96.35	69.76	166.11	1.98	1.19
15	630711	630844	630781	630777.5	134	YOR157C	PUP1	directional	-,-	23.23	29.89	53.12	0.65	1.22
15	631796	632123	631890	631959.5	328	YOR158W	PET123	divergent	-,+	151.84	123.96	275.8	1.63	0.59
15	633603	633800	633698	633701.5	198	YOR159C	SME1	divergent	-,+	74.04	97.94	171.98	1.07	0.62
15	638767	639156	638937	638961.5	390	YOR162C	YRR1	directional	-,-	167.36	192.23	359.59	14.25	3.96
15	642225	642618	642331	642421.5	394	YOR163W	DDP1	divergent	-,+	24.34	25.77	50.11	0.16	0.32
15	649021	649266	649113	649143.5	246	YOR167C	RPS28A	divergent	-,+	159.78	182	341.78	2.49	0.73
15	653981	654201	654095	654091	221	YOR172W	YRM1	divergent	-,+	89.44	64.81	154.25	0.78	0.51
15	656695	657196	657051	656945.5	502	ARS1519	null	directional	+,+	85.36	153.8	239.17	2.93	1.23
15	658510	658606	658564	658558	97	YOR174W	MED4	directional	+,+	14.08	14.26	28.34	0.05	0.18
15	661733	662344	661887	662038.5	612	YOR175C	ALE1	divergent	-,+	342.71	322.11	664.82	13.75	2.07
15	664516	664654	664587	664585	139	YORWdelta16	null	convergent	+,-	19.4	19.36	38.76	0.48	1.23
15	667288	667474	667372	667381	187	YOR177C	MPC54	directional	-,-	37.57	60.3	97.87	1.5	1.53
15	670655	671108	670882	670881.5	454	YOR178C	GAC1	directional	-,-	175.33	159.69	335.03	17.03	5.08
15	671353	671724	671516	671538.5	372	YOR178C	GAC1	directional	-,-	38.48	51.17	89.65	2.23	2.49
15	673833	673973	673888	673903	141	YOR180C	DCI1	directional	-,-	30.32	11.24	41.56	0.17	0.41
15	675254	675433	675347	675343.5	180	YOR180C	DCI1	divergent	-,+	32.87	33.78	66.65	0.85	1.28
15	675689	675796	675745	675742.5	108	YOR181W	LAS17	divergent	-,+	19.76	13.6	33.36	0.06	0.18
15	679023	679145	679085	679084	123	YOR183W	FYV12	NA	NA	9.71	28.34	38.05	0	0
15	682219	682433	682318	682326	215	YOR185C	GSP2	divergent	-,+	76.29	40.74	117.03	1.24	1.06
15	682767	682933	682859	682850	167	YOR186W	null	divergent	-,+	40.52	25.54	66.06	1.3	1.97
15	683712	683948	683852	683830	237	YOR185C	GSP2	divergent	-,+	66.72	59.97	126.68	2.1	1.65
15	685540	685647	685595	685593.5	108	YOR187W	TUF1	directional	+,+	17.46	17.18	34.64	0	0
15	689407	689513	689461	689460	107	YOR189W	IES4	directional	+,+	14.85	12.84	27.68	0.26	0.95
15	690362	690549	690456	690455.5	188	YOR190W	SPR1	directional	+,+	52.69	49.37	102.05	1.89	1.85
15	692183	692378	692282	692280.5	196	YOR191W	ULS1	directional	+,+	76.17	42.24	118.41	1	0.84
15	700862	701178	701024	701020	317	YOR192C	THI72	directional	-,-	302.12	343.12	645.24	24.74	3.83
15	702205	702312	702254	702258.5	108	YORCdelta18	null	directional	-,-	9.8	18.82	28.62	0	0
15	712583	712779	712661	712681	197	YOR194C	TOA1	divergent	-,+	72.59	60.78	133.38	1.48	1.11
15	716867	716999	716924	716933	133	YOR196C	LIP5	divergent	-,+	22.62	21.55	44.17	0.06	0.14
15	720278	720488	720406	720383	211	YOR201C	MRM1	directional	-,-	29.32	25.76	55.08	0.24	0.43
15	721747	721914	721831	721830.5	168	YOR201C	MRM1	divergent	-,+	37.81	27.44	65.25	0.43	0.66
15	722605	722902	722697	722753.5	298	YOR204W	DED1	directional	+,+	38.58	27.53	66.11	0.17	0.25
15	727274	727466	727397	727370	193	YOR206W	NOC2	divergent	-,+	44.34	57.66	102	0.22	0.22
15	733484	733820	733634	733652	337	YOR207C	RET1	divergent	-,+	144.8	204.72	349.51	2.3	0.66
15	737853	738313	738188	738083	461	YOR210W	RPB10	divergent	-,+	261.81	319.21	581.02	15.47	2.66
15	741774	741911	741833	741842.5	138	YOR211C	MGM1	divergent	-,+	25.47	21.27	46.74	0.29	0.62
15	742352	742479	742412	742415.5	128	YOR212W	STE4	divergent	-,+	25.48	19.53	45	0.51	1.14
15	745391	745598	745515	745494.5	208	YOR214C	null	directional	-,-	51.03	52.8	103.83	1.25	1.2
15	746488	746675	746582	746581.5	188	YOR215C	AIM41	directional	-,-	22.99	23.55	46.54	0.23	0.49
15	747315	747508	747423	747411.5	194	YOR216C	RUD3	directional	-,-	51.19	40.44	91.62	0.24	0.26
15	749031	749222	749137	749126.5	192	YOR216C	RUD3	divergent	-,+	61.39	61.92	123.31	2.32	1.88
15	755094	755295	755181	755194.5	202	YOR220W	RCN2	divergent	-,+	32.74	35.35	68.08	0.26	0.38
15	757682	757822	757753	757752	141	YOR221C	MCT1	divergent	-,+	30.39	23.67	54.05	0.19	0.35
15	758055	758256	758159	758155.5	202	YOR222W	ODC2	divergent	-,+	51.57	46.25	97.83	2.11	2.16
15	759533	759725	759610	759629	193	snR35	SNR35	directional	+,+	38.9	55.02	93.91	0.49	0.52
15	761311	761533	761433	761422	223	YOR224C	RPB8	directional	-,-	62.35	84.3	146.64	1.19	0.81
15	762121	762571	762313	762346	451	YOR226C	ISU2	divergent	-,+	617	509.08	1126.08	47.04	4.18
15	768052	768349	768185	768200.5	298	YOR229W	WTM2	divergent	-,+	184.2	342.14	526.34	15.32	2.91
15	769479	769765	769591	769622	287	YOR229W	WTM2	NA	NA	41.72	38.53	80.24	1.06	1.32
15	770006	770746	770286	770376	741	YOR230W	WTM1	directional	+,+	414.87	385.64	800.51	20.65	2.58
15	772223	772466	772382	772344.5	244	YOR230W	WTM1	directional	+,+	87.41	117.79	205.2	1.65	0.8
15	774307	774455	774393	774381	149	YOR232W	MGE1	directional	+,+	13.41	18.39	31.8	0.08	0.25
15	775460	775645	775555	775552.5	186	YOR232W	MGE1	directional	+,+	57.39	44.35	101.74	0.39	0.38
15	779924	780006	779956	779965	83	snR17a	SNR17A	divergent	-,+	10.22	14.91	25.13	0.05	0.21
15	780759	780822	780792	780790.5	64	YOR236W	DFR1	divergent	-,+	11.69	13.02	24.71	0	0
15	781539	781808	781689	781673.5	270	YOR236W	DFR1	directional	+,+	103.67	132.92	236.59	4.39	1.86
15	783319	783504	783413	783411.5	186	ARS1524	null	directional	+,+	30.48	29.07	59.55	0.48	0.81
15	784658	784795	784735	784726.5	138	YOR237W	HES1	directional	+,+	28.82	27.79	56.6	0.12	0.21
15	786955	787102	787025	787028.5	148	YOR241W	MET7	NA	NA	18.05	25.85	43.89	0.14	0.32
15	790077	790171	790134	790124	95	YOR243C	PUS7	directional	-,-	8.43	12.53	20.95	0.45	2.14
15	792299	792440	792380	792369.5	142	YOR243C	PUS7	divergent	-,+	24.98	26.71	51.68	0.05	0.1
15	795591	795737	795662	795664	147	YOR246C	null	directional	-,-	24.13	55.81	79.94	0.35	0.44
15	795961	796074	796014	796017.5	114	YOR246C	null	NA	NA	8.05	11.35	19.4	0	0
15	796898	797266	797105	797082	369	YOR246C	null	divergent	-,+	79.32	96.94	176.26	1.44	0.82
15	800759	800924	800844	800841.5	166	YOR250C	CLP1	directional	-,-	41.84	34.39	76.23	0.45	0.59
15	802355	802510	802431	802432.5	156	YOR251C	TUM1	directional	-,-	33.57	36.65	70.23	0.32	0.46
15	803450	803652	803538	803551	203	YOR251C	TUM1	divergent	-,+	82.9	145.93	228.83	3.13	1.37
15	804215	804378	804296	804296.5	164	YOR252W	TMA16	directional	+,+	50.32	61.08	111.4	0.93	0.84
15	807051	807293	807197	807172	243	YOR255W	OSW1	divergent	-,+	113.24	76.79	190.03	1.11	0.59
15	810836	810988	810915	810912	153	YOR257W	CDC31	divergent	-,+	32.04	27.9	59.94	0.19	0.32
15	813733	813951	813874	813842	219	YOR259C	RPT4	divergent	-,+	49.12	81.06	130.18	0.93	0.72
15	817045	817222	817121	817133.5	178	YOR262W	null	divergent	-,+	23.8	21.3	45.09	0.21	0.46
15	818501	818650	818562	818575.5	150	YOR262W	null	directional	+,+	19.46	30.79	50.25	0.51	1.01
15	820213	820414	820298	820313.5	202	YOR264W	DSE3	directional	+,+	42.78	42.87	85.65	0.33	0.38
15	825291	826046	825721	825668.5	756	YOR269W	PAC1	NA	NA	495.19	571.08	1066.27	43.46	4.08
15	830787	831029	830937	830908	243	YOR271C	FSF1	directional	-,-	106.51	87.89	194.4	0.8	0.41
15	832085	832662	832268	832373.5	578	YOR271C	FSF1	divergent	-,+	287.09	237.67	524.76	15.57	2.97
15	836752	837592	837221	837172	841	YOR274W	MOD5	divergent	-,+	227.34	214.52	441.86	7.65	1.73
15	841134	841296	841219	841215	163	YOR276W	CAF20	divergent	-,+	55.56	33.59	89.15	0.76	0.85
