Chr	Start	End	Length	Midpoint	PanHits	Feature_name	Name	Type	Direction	WatsonHpM	CrickHpM	TotalHpM	BGHpM	Total-BGHpM	WatsonHpM300	CrickHpM300	TotalHpM300	BGHpM300	Total-BGHpM300	NormHpM	NormHpM300
14	182679	182874	196	182777.5	441	YNL247W	null	divergent	-,+	103.15	114.5	217.65	0.65	217	106.11	116.48	222.59	2.63	219.95	245.57	235.7
14	185217	185418	202	185318.5	330	YNL247W	null	directional_overlapping	+,+	86.37	76.5	162.87	0.67	162.2	89.33	78.97	168.3	2.65	165.64	183.56	177.5
14	186906	187128	223	187018	881	YNL245C	CWC25	directional_overlapping	-,-	193.47	241.34	434.81	0.74	434.07	196.43	252.2	448.63	2.72	445.91	491.22	477.83
14	187525	187988	464	187757.5	2482	YNL244C	SUI1	divergent	-,+	715.63	509.33	1224.97	1.54	1223.43	717.11	512.3	1229.41	3.52	1225.89	1384.52	1313.67
14	190970	191179	210	191075.5	534	YNL243W	SLA2	directional	+,+	148.56	114.99	263.55	0.69	262.86	148.56	119.44	267.99	2.68	265.31	297.46	284.31
14	197017	197200	184	197109.5	105	YNL241C	ZWF1	NA	NA	16.78	35.04	51.82	0.61	51.21	29.12	56.26	85.38	2.59	82.79	57.96	88.72
14	197694	199723	2030	198709.5	4604	YNL240C	NAR1	NA	NA	1243.23	1029.03	2272.26	6.72	2265.54	1265.93	1051.24	2317.17	8.7	2308.47	2563.84	2473.77
14	200020	200444	425	200233	705	YNL240C	NAR1	divergent	-,+	188.04	159.91	347.95	1.41	346.54	208.27	178.17	386.44	3.39	383.05	392.17	410.48
14	201985	202161	177	202074	150	YNL239W	LAP3	directional	+,+	44.42	29.61	74.03	0.59	73.45	48.86	32.57	81.43	2.57	78.86	83.12	84.51
14	204940	205126	187	205034	363	YNL237W	YTP1	directional	+,+	91.8	87.36	179.16	0.62	178.54	95.25	90.32	185.57	2.6	182.97	202.04	196.07
14	206719	206857	139	206789	152	YNL236W	SIN4	directional	+,+	44.91	30.11	75.02	0.46	74.56	48.37	34.05	82.42	2.45	79.98	84.37	85.7
14	209864	210212	349	210039	822	YNL236W	SIN4	directional	+,+	252.69	153	405.69	1.15	404.54	260.59	161.88	422.47	3.14	419.33	457.8	449.36
14	211585	211685	101	211636	93	YNL234W	null	directional	+,+	15.3	30.6	45.9	0.33	45.57	18.75	34.05	52.81	2.32	50.49	51.56	54.1
14	216211	216241	31	216227	36	YNL231C	PDR16	NA	NA	13.82	3.95	17.77	0.1	17.66	32.57	16.29	48.86	2.09	46.77	19.99	50.12
14	217321	217683	363	217503	457	YNL230C	ELA1	directional	-,-	122.89	102.66	225.55	1.2	224.35	129.31	105.12	234.43	3.19	231.25	253.89	247.8
14	220437	220630	194	220534.5	202	YNL227C	JJJ1	directional	-,-	46.89	52.81	99.7	0.64	99.05	51.33	55.28	106.6	2.63	103.98	112.1	111.42
14	224568	224699	132	224634.5	111	YNL224C	SQS1	directional	-,-	28.13	26.65	54.78	0.44	54.35	35.04	29.61	64.65	2.42	62.23	61.5	66.69
14	227181	227320	140	227251.5	133	YNL223W	ATG4	divergent	-,+	33.56	32.08	65.64	0.46	65.18	37.51	34.05	71.56	2.45	69.11	73.76	74.06
14	228906	229011	106	228959.5	82	YNL223W	ATG4	directional	+,+	23.69	16.78	40.47	0.35	40.12	25.17	21.72	46.89	2.34	44.55	45.4	47.74
14	230762	230913	152	230838.5	112	snR19	SNR19	convergent	+,-	27.64	27.64	55.28	0.5	54.77	29.61	29.12	58.73	2.49	56.24	61.99	60.27
14	233763	234264	502	234014.5	1253	YNL221C	POP1	divergent	-,+	180.64	437.77	618.41	1.66	616.75	192.48	445.67	638.15	3.65	634.5	697.95	679.93
14	237826	238181	356	238004.5	360	YNL218W	MGS1	divergent	-,+	99.7	77.98	177.67	1.18	176.5	101.18	79.95	181.13	3.16	177.97	199.73	190.71
14	239972	240233	262	240103.5	806	YNL218W	MGS1	directional	+,+	182.61	215.18	397.79	0.87	396.93	185.08	215.18	400.26	2.85	397.41	449.19	425.87
14	241399	241619	221	241510	640	YNL216W	RAP1	directional	+,+	113.51	202.35	315.87	0.73	315.13	116.97	203.83	320.8	2.72	318.08	356.63	340.86
14	247248	247361	114	247305.5	66	YNL212W	VID27	divergent	-,+	14.31	18.26	32.57	0.38	32.2	23.2	23.2	46.39	2.36	44.03	36.44	47.18
14	250726	250846	121	250787	109	ARS1413	null	divergent	-,+	19.25	34.55	53.8	0.4	53.4	35.53	51.33	86.86	2.39	84.48	60.43	90.53
14	251792	251950	159	251872	136	YNL210W	MER1	directional	+,+	42.44	24.68	67.12	0.53	66.6	43.93	26.16	70.08	2.51	67.57	75.36	72.41
14	254137	254343	207	254241	178	YNL208W	null	directional	+,+	36.03	51.82	87.85	0.68	87.17	41.46	54.29	95.75	2.67	93.08	98.64	99.74
14	258187	258418	232	258303.5	714	YNL204C	SPS18	directional	-,-	207.29	145.1	352.39	0.77	351.62	209.75	149.05	358.8	2.75	356.05	397.92	381.55
14	259307	259469	163	259389	497	YNL204C	SPS18	divergent	-,+	122.89	122.4	245.29	0.54	244.75	126.35	123.88	250.23	2.52	247.7	276.98	265.44
14	263454	263716	263	263586	1309	YNL200C	null	directional	-,-	470.84	175.21	646.04	0.87	645.17	484.16	186.06	670.23	2.86	667.37	730.12	715.16
14	266682	266873	192	266778.5	152	YNL199C	GCR2	directional	-,-	43.43	31.59	75.02	0.64	74.38	46.89	33.07	79.95	2.62	77.33	84.18	82.87
14	269966	270191	226	270079.5	347	YNL196C	SLZ1	directional	-,-	114.99	56.26	171.26	0.75	170.51	116.48	57.74	174.22	2.73	171.49	192.96	183.77
14	273800	274324	525	274063	1156	YNL193W	null	divergent	-,+	345.48	225.05	570.53	1.74	568.8	348.93	229.5	578.43	3.72	574.71	643.69	615.86
14	276094	276247	154	276171.5	121	YNL193W	null	directional	+,+	25.17	34.55	59.72	0.51	59.21	30.11	40.47	70.58	2.49	68.08	67	72.96
14	281752	282047	296	281900.5	347	YNL191W	DUG3	directional	+,+	92.79	78.47	171.26	0.98	170.28	97.72	85.38	183.1	2.96	180.14	192.7	193.04
14	283964	284008	45	283987	56	YNL189W	SRP1	directional	+,+	24.18	3.45	27.64	0.15	27.49	33.07	25.17	58.24	2.13	56.1	31.11	60.12
14	288957	289296	340	289128.5	897	YNL187W	SWT21	directional	+,+	110.06	332.65	442.71	1.13	441.58	137.2	350.91	488.11	3.11	485	499.72	519.73
14	289542	289675	134	289610.5	154	YNL186W	UBP10	NA	NA	51.33	24.68	76.01	0.44	75.56	64.65	46.89	111.54	2.43	109.11	85.51	116.92
14	295690	295914	225	295804	364	YNL182C	IPI3	directional	-,-	69.59	110.06	179.65	0.74	178.9	72.55	110.55	183.1	2.73	180.37	202.46	193.29
14	297716	297826	111	297773	105	YNL182C	IPI3	divergent	-,+	33.07	18.75	51.82	0.37	51.45	39.48	22.21	61.69	2.35	59.34	58.23	63.59
14	298111	298187	77	298151	64	YNL181W	null	divergent	-,+	14.31	17.27	31.59	0.25	31.33	24.18	27.64	51.82	2.24	49.58	35.46	53.13
14	301104	301947	844	301527.5	779	YNL180C	RHO5	divergent	-,+	191	193.47	384.47	2.79	381.68	213.21	209.26	422.47	4.78	417.69	431.93	447.6
14	307179	307364	186	307273.5	275	YNL175C	NOP13	directional	-,-	89.82	45.9	135.72	0.62	135.11	90.81	49.85	140.66	2.6	138.06	152.9	147.94
14	308666	308890	225	308780	423	YNL175C	NOP13	directional	-,-	112.03	96.73	208.77	0.74	208.02	126.84	100.19	227.03	2.73	224.3	235.41	240.36
14	310133	310495	363	310316	1384	YNL173C	MDG1	divergent	-,+	384.47	298.59	683.06	1.2	681.86	386.94	306	692.93	3.19	689.74	771.64	739.13
14	317766	318188	423	317979	1063	YNL168C	FMP41	directional	-,-	332.65	191.99	524.63	1.4	523.23	335.61	194.95	530.56	3.39	527.17	592.13	564.92
14	321758	321919	162	321840.5	185	ARS1415	null	directional	-,-	72.55	18.75	91.31	0.54	90.77	86.37	27.14	113.51	2.52	110.99	102.72	118.94
14	323595	323738	144	323668.5	187	YNL166C	BNI5	divergent	-,+	46.39	45.9	92.29	0.48	91.82	53.8	45.9	99.7	2.46	97.23	103.9	104.2
14	330218	330307	90	330264.5	86	YNL162W-A	null	divergent	-,+	26.65	15.79	42.44	0.3	42.15	27.64	18.75	46.39	2.28	44.11	47.7	47.27
14	330862	330962	101	330914	65	YNL162W-A	null	directional	+,+	20.24	11.84	32.08	0.33	31.75	41.46	36.03	77.49	2.32	75.17	35.93	80.55
14	332167	332403	237	332287	539	YNL162W	RPL42A	directional	+,+	105.62	160.4	266.02	0.78	265.23	106.6	161.88	268.49	2.77	265.72	300.16	284.74
14	335706	336085	379	335897.5	653	YNL160W	YGP1	directional	+,+	197.91	124.37	322.28	1.25	321.03	210.25	131.28	341.53	3.24	338.29	363.3	362.51
14	339453	339561	109	339509	124	YNL158W	PGA1	divergent	-,+	33.56	27.64	61.2	0.36	60.84	40.47	38.5	78.97	2.35	76.62	68.85	82.11
14	342204	342414	211	342311	286	YNL155W	null	divergent	-,+	56.76	84.4	141.15	0.7	140.45	60.71	86.86	147.57	2.68	144.89	158.95	155.26
14	346112	346203	92	346159.5	95	YNL153C	GIM3	divergent	-,+	23.2	23.69	46.89	0.3	46.58	27.14	24.68	51.82	2.29	49.53	52.72	53.08
14	349794	350351	558	350074.5	559	YNL148C	ALF1	NA	NA	101.67	174.22	275.89	1.85	274.04	107.59	177.18	284.77	3.83	280.94	310.12	301.06
14	350686	350811	126	350750.5	100	YNL148C	ALF1	divergent	-,+	13.33	36.03	49.35	0.42	48.94	22.21	39.98	62.19	2.4	59.78	55.38	64.06
14	355255	356299	1045	355779	1994	YNL144C	null	divergent	-,+	635.68	348.44	984.12	3.46	980.66	641.11	357.32	998.43	5.44	992.99	1109.78	1064.09
14	356696	357198	503	356949	780	YNL142W	MEP2	divergent	-,+	213.7	171.26	384.96	1.66	383.3	219.13	180.64	399.77	3.65	396.12	433.76	424.48
14	365836	366684	849	366262	1944	YNL138W	SRV2	NA	NA	550.79	408.65	959.44	2.81	956.63	552.27	409.64	961.91	4.79	957.12	1082.59	1025.65
14	370171	370335	165	370255	247	YNL136W	EAF7	divergent	-,+	56.76	65.15	121.9	0.55	121.36	58.24	65.64	123.88	2.53	121.35	137.34	130.04
14	372258	372471	214	372366.5	313	YNL134C	null	directional	-,-	81.93	72.55	154.48	0.71	153.77	85.88	75.51	161.39	2.69	158.69	174.02	170.06
14	373739	374049	311	373896	720	YNL133C	FYV6	directional	-,-	248.74	106.6	355.35	1.03	354.32	258.12	114.5	372.62	3.01	369.61	400.97	396.07
14	374742	375130	390	374937.5	292	YNL133C	FYV6	divergent	-,+	73.54	69.1	142.63	1.29	141.34	81.93	76.99	158.92	3.28	155.64	159.95	166.79
14	378522	378627	106	378576.5	70	YNL132W	KRE33	directional	+,+	19.25	15.3	34.55	0.35	34.2	25.17	26.65	51.82	2.34	49.49	38.7	53.03
14	380858	381165	308	381013.5	1084	YNL130C	CPT1	directional	-,-	255.16	279.84	535	1.02	533.98	269.47	299.09	568.56	3	565.55	604.28	606.05
14	382163	382234	72	382200.5	52	YNL129W	NRK1	NA	NA	11.84	13.82	25.66	0.24	25.43	24.18	25.17	49.35	2.22	47.13	28.77	50.51
14	383746	383882	137	383816	128	YNL128W	TEP1	directional	+,+	33.07	30.11	63.17	0.45	62.72	40.47	32.57	73.04	2.44	70.61	70.98	75.66
14	386972	387116	145	387046	96	YNL126W	SPC98	directional	+,+	32.57	14.81	47.38	0.48	46.9	35.04	30.11	65.15	2.47	62.68	53.08	67.17
14	392347	392837	491	392594	1253	YNL124W	NAF1	divergent	-,+	348.93	269.47	618.41	1.62	616.78	361.27	275.4	636.67	3.61	633.06	697.99	678.39
14	394409	394640	232	394526.5	379	YNL124W	NAF1	directional	+,+	95.25	91.8	187.05	0.77	186.28	96.73	94.27	191	2.75	188.25	210.81	201.73
14	400615	400955	341	400787	325	YNL121C	TOM70	divergent	-,+	76.99	83.41	160.4	1.13	159.27	78.47	85.38	163.86	3.11	160.74	180.24	172.25
14	405675	406195	521	405937	2179	YNL118C	DCP2	divergent	-,+	471.33	604.09	1075.42	1.72	1073.7	473.8	610.51	1084.31	3.71	1080.6	1215.07	1157.98
14	408027	408288	262	408159.5	803	YNL117W	MLS1	directional	+,+	153.98	242.33	396.31	0.87	395.45	166.32	252.2	418.52	2.85	415.67	447.51	445.43
14	412156	412712	557	412436	484	YNL113W	RPC19	divergent	-,+	126.35	112.53	238.87	1.84	237.03	129.31	116.97	246.28	3.83	242.45	268.24	259.81
14	413294	413531	238	413414.5	328	YNL113W	RPC19	directional	+,+	51.82	110.06	161.88	0.79	161.09	54.29	111.54	165.83	2.77	163.06	182.3	174.73
14	415079	415239	161	415161	126	YNL112W	DBP2	NA	NA	27.14	35.04	62.19	0.53	61.65	40.96	50.83	91.8	2.52	89.28	69.77	95.67
14	416414	416668	255	416543	642	YNL112W	DBP2	convergent	+,-	142.14	174.71	316.85	0.84	316.01	148.06	180.64	328.7	2.83	325.87	357.62	349.2
14	417480	417758	279	417621	735	YNL110C	NOP15	directional	-,-	120.92	241.83	362.75	0.92	361.83	121.41	243.32	364.73	2.91	361.82	409.47	387.73
14	418623	418758	136	418692.5	100	YNL110C	NOP15	directional	-,-	28.63	20.73	49.35	0.45	48.9	33.07	23.69	56.76	2.44	54.32	55.34	58.21
14	419891	420028	138	419961.5	158	YNL108C	null	divergent	-,+	21.72	56.26	77.98	0.46	77.52	23.2	58.73	81.93	2.44	79.49	87.73	85.18
14	424608	424866	259	424739	872	YNL104C	LEU4	directional	-,-	230.98	199.39	430.37	0.86	429.51	233.94	204.33	438.26	2.84	435.42	486.06	466.6
14	426835	427570	736	427204.5	6433	YNL104C	LEU4	divergent	-,+	1422.38	1752.56	3174.95	2.44	3172.51	1429.29	1772.3	3201.6	4.42	3197.18	3590.22	3426.11
14	429794	429958	165	429878	251	YNL103W	MET4	directional	+,+	43.93	79.95	123.88	0.55	123.33	54.78	86.37	141.15	2.53	138.62	139.57	148.55
14	434560	434799	240	434681.5	551	YNL102W	POL1	directional	+,+	121.41	150.53	271.94	0.79	271.15	124.37	152.5	276.88	2.78	274.1	306.85	293.72
14	437411	437534	124	437474.5	84	YNL100W	AIM37	directional	+,+	12.34	29.12	41.46	0.41	41.05	23.2	35.04	58.24	2.4	55.84	46.45	59.84
14	439378	439496	119	439439	144	YNL099C	OCA1	directional	-,-	29.61	41.46	71.07	0.39	70.68	34.05	43.43	77.49	2.38	75.11	79.98	80.48
14	440851	441371	521	441113	1412	YNL097C	PHO23	directional	-,-	300.07	396.81	696.88	1.72	695.16	314.88	406.68	721.56	3.71	717.85	786.68	769.25
14	447101	447258	158	447181.5	98	YNL095C	null	divergent	-,+	26.16	22.21	48.37	0.52	47.84	31.59	24.18	55.77	2.51	53.26	54.14	57.08
14	450622	450817	196	450721.5	318	YNL092W	null	directional	+,+	66.63	90.32	156.95	0.65	156.3	71.07	92.79	163.86	2.63	161.22	176.88	172.77
14	452040	452226	187	452135	217	YNL092W	null	directional	+,+	62.19	44.91	107.1	0.62	106.48	72.06	57.25	129.31	2.6	126.7	120.5	135.78
14	456325	456361	37	456345	40	YNL091W	NST1	directional	+,+	14.81	4.94	19.74	0.12	19.62	22.7	21.72	44.42	2.11	42.31	22.2	45.34
14	457465	457615	151	457542	121	YNL088W	TOP2	directional	+,+	26.16	33.56	59.72	0.5	59.22	30.6	37.02	67.62	2.49	65.13	67.02	69.79
14	459542	459598	57	459572	41	YNL088W	TOP2	NA	NA	11.84	8.39	20.24	0.19	20.05	17.77	16.78	34.55	2.17	32.37	22.69	34.69
14	462032	462251	220	462143.5	367	YNL088W	TOP2	directional	+,+	69.59	111.54	181.13	0.73	180.4	76.99	114.99	191.99	2.71	189.27	204.15	202.83
14	465061	465219	159	465142	185	YNL087W	TCB2	NA	NA	58.73	32.57	91.31	0.53	90.78	61.2	34.05	95.25	2.51	92.74	102.73	99.38
14	466117	466254	138	466187.5	168	YNL086W	null	directional	+,+	56.26	26.65	82.91	0.46	82.46	60.71	29.12	89.82	2.44	87.38	93.32	93.64
14	466645	466815	171	466732	264	YNL086W	null	directional	+,+	84.89	45.41	130.29	0.57	129.73	86.37	48.86	135.23	2.55	132.68	146.81	142.18
14	471194	471380	187	471289	153	YNL083W	SAL1	divergent	-,+	37.02	38.5	75.51	0.62	74.89	40.47	42.44	82.91	2.6	80.31	84.75	86.06
14	476750	476806	57	476779	39	YNL080C	EOS1	directional	-,-	6.91	12.34	19.25	0.19	19.06	15.3	25.66	40.96	2.17	38.79	21.57	41.57
14	478123	478402	280	478263.5	300	YNL080C	EOS1	directional	-,-	74.03	74.03	148.06	0.93	147.14	77.98	80.45	158.43	2.91	155.51	166.51	166.65
14	479199	479563	365	479382	1417	YNL079C	TPM1	divergent	-,+	341.53	357.82	699.35	1.21	698.14	342.52	361.27	703.79	3.19	700.6	790.06	750.76
14	480969	481241	273	481106	920	YNL078W	NIS1	directional	+,+	195.94	258.12	454.06	0.9	453.15	199.88	262.56	462.45	2.89	459.56	512.82	492.47
14	483103	483266	164	483185.5	167	YNL077W	APJ1	directional	+,+	42.94	39.48	82.42	0.54	81.88	46.39	42.44	88.84	2.53	86.31	92.66	92.49
14	488150	488409	260	488280.5	1273	YNL073W	MSK1	divergent	-,+	321.29	306.98	628.28	0.86	627.42	325.24	314.39	639.63	2.85	636.78	710.03	682.38
14	490113	490294	182	490204.5	429	YNL073W	MSK1	directional	+,+	88.84	122.89	211.73	0.6	211.13	94.27	126.84	221.11	2.59	218.52	238.92	234.17
14	491228	491510	283	491370	913	YNL072W	RNH201	directional	+,+	153.98	296.62	450.6	0.94	449.67	159.41	300.57	459.98	2.92	457.06	508.87	489.79
14	493085	493280	196	493183.5	332	YNL070W	TOM7	directional	+,+	65.64	98.21	163.86	0.65	163.21	68.6	101.67	170.27	2.63	167.64	184.7	179.64
14	498570	498809	240	498690.5	231	ARS1420	null	divergent	-,+	66.63	47.38	114.01	0.79	113.21	71.56	55.28	126.84	2.78	124.06	128.12	132.94
14	500588	500858	271	500724	396	YNL066W	SUN4	directional	+,+	100.19	95.25	195.44	0.9	194.55	108.58	97.23	205.81	2.88	202.92	220.16	217.45
14	503067	503485	419	503277	269	YNL065W	AQR1	directional	+,+	53.8	78.97	132.76	1.39	131.38	58.24	86.86	145.1	3.37	141.73	148.67	151.88
14	507350	507600	251	507476	437	YNL063W	MTQ1	divergent	-,+	107.59	108.09	215.68	0.83	214.85	115.98	123.88	239.86	2.82	237.04	243.13	254.02
14	508781	508953	173	508868	155	YNL062C	GCD10	NA	NA	25.66	50.83	76.5	0.57	75.93	39.98	64.16	104.14	2.56	101.58	85.92	108.85
14	510315	510452	138	510384.5	101	YNL061W	NOP2	divergent	-,+	18.26	31.59	49.85	0.46	49.39	23.2	35.53	58.73	2.44	56.29	55.89	60.32
14	515007	515162	156	515085.5	184	YNL059C	ARP5	directional	-,-	34.05	56.76	90.81	0.52	90.3	38	61.2	99.2	2.5	96.7	102.18	103.62
14	518925	519123	199	519025	305	tD(GUC)N	null	divergent_overlapping	-,+	81.43	69.1	150.53	0.66	149.87	83.9	71.07	154.97	2.64	152.33	169.6	163.24
14	525832	525934	103	525884	72	YNL054W	VAC7	directional_overlapping	+,+	14.81	20.73	35.53	0.34	35.19	25.66	33.56	59.22	2.33	56.9	39.83	60.97
14	529567	529776	210	529672.5	156	YNL054W	VAC7	directional	+,+	42.44	34.55	76.99	0.69	76.3	44.42	37.02	81.43	2.68	78.75	86.34	84.39
14	531253	531710	458	531482.5	1276	YNL053W	MSG5	directional	+,+	314.88	314.88	629.76	1.52	628.24	320.8	321.79	642.59	3.5	639.09	710.96	684.85
14	535035	535206	172	535121.5	317	YNL050C	null	directional	-,-	68.11	88.34	156.45	0.57	155.88	70.58	93.28	163.86	2.55	161.3	176.41	172.85
14	537960	538144	185	538053	371	YNL048W	ALG11	divergent	-,+	70.58	112.53	183.1	0.61	182.49	79.95	116.48	196.43	2.6	193.83	206.52	207.71
14	541669	542522	854	542096.5	1230	YNL046W	null	divergent	-,+	331.66	275.4	607.05	2.83	604.23	402.73	310.44	713.17	4.81	708.35	683.78	759.08
14	542726	542961	236	542844.5	532	YNL046W	null	directional	+,+	144.61	117.96	262.56	0.78	261.78	185.08	156.95	342.02	2.77	339.26	296.25	363.55
14	544996	545174	179	545086	188	YNL045W	LAP2	directional	+,+	47.38	45.41	92.79	0.59	92.19	51.82	47.38	99.2	2.58	96.62	104.33	103.54
14	546054	546187	134	546121.5	85	ARS1421	null	directional	+,+	23.69	18.26	41.95	0.44	41.51	37.02	24.18	61.2	2.43	58.77	46.97	62.98
14	547247	547848	602	547548.5	551	YNL042W-B	null	directional	+,+	154.48	117.46	271.94	1.99	269.95	163.36	126.84	290.2	3.98	286.22	305.49	306.72
14	552047	552281	235	552165	978	YNL041C	COG6	divergent	-,+	287.24	195.44	482.68	0.78	481.91	297.11	196.92	494.03	2.76	491.27	545.35	526.45
14	552601	552734	134	552668.5	114	YNL041C	COG6	divergent	-,+	29.61	26.65	56.26	0.44	55.82	48.86	39.48	88.34	2.43	85.91	63.17	92.07
14	553149	553320	172	553235.5	150	YNL040W	null	divergent	-,+	29.61	44.42	74.03	0.57	73.46	41.95	58.73	100.68	2.55	98.13	83.13	105.15
14	554785	555006	222	554896.5	420	YNL040W	null	directional	+,+	100.19	107.1	207.29	0.73	206.55	108.09	112.53	220.61	2.72	217.89	233.75	233.49
14	555696	555726	31	555712	85	YNL039W	BDP1	NA	NA	31.59	10.36	41.95	0.1	41.85	34.05	10.86	44.91	2.09	42.82	47.36	45.89
14	556890	556962	73	556927	54	YNL039W	BDP1	directional	+,+	18.26	8.39	26.65	0.24	26.41	24.18	11.84	36.03	2.23	33.8	29.89	36.22
14	559209	559691	483	559451	1954	YNL036W	NCE103	divergent	-,+	434.81	529.57	964.38	1.6	962.78	438.76	536.48	975.24	3.58	971.65	1089.54	1041.23
14	560573	560677	105	560626	106	tT(AGU)N2	null	convergent	+,-	12.83	39.48	52.32	0.35	51.97	20.24	46.39	66.63	2.33	64.3	58.81	68.9
14	568214	568309	96	568262.5	86	ARS1423	null	convergent	+,-	25.17	17.27	42.44	0.32	42.13	30.6	30.6	61.2	2.3	58.9	47.67	63.11
14	576171	576617	447	576395	492	YNL030W	HHF2	divergent	-,+	111.54	131.28	242.82	1.48	241.34	115.98	134.24	250.23	3.46	246.76	273.12	264.43
14	578834	579393	560	579114.5	639	YNL029C	KTR5	divergent	-,+	106.11	209.26	315.37	1.85	313.52	112.53	214.69	327.22	3.84	323.38	354.8	346.53
14	585373	585560	188	585467.5	252	NME1	NME1	directional	-,-	66.63	57.74	124.37	0.62	123.75	67.62	60.21	127.83	2.61	125.22	140.04	134.19
14	586855	587132	278	586994.5	914	YNL024C	null	directional	-,-	211.73	239.37	451.1	0.92	450.18	216.17	242.33	458.5	2.91	455.59	509.45	488.22
14	587695	587840	146	587768.5	146	YNL024C	null	NA	NA	20.73	51.33	72.06	0.48	71.57	44.91	69.59	114.5	2.47	112.03	81	120.06
14	591245	591434	190	591340.5	744	YNL022C	null	directional	-,-	183.6	183.6	367.19	0.63	366.57	198.4	196.43	394.83	2.61	392.22	414.83	420.3
14	591884	591924	41	591905	31	YNL022C	null	NA	NA	4.44	10.86	15.3	0.14	15.16	24.18	32.57	56.76	2.12	54.64	17.16	58.55
14	592931	593124	194	593028.5	410	YNL022C	null	divergent	-,+	107.59	94.76	202.35	0.64	201.71	112.03	105.12	217.16	2.63	214.53	228.27	229.89
14	604668	605312	645	604991	1404	YNL015W	PBI2	directional	+,+	285.27	407.66	692.93	2.13	690.8	289.21	415.56	704.78	4.12	700.66	781.75	750.83
14	605845	606137	293	605992	956	YNL014W	HEF3	directional	+,+	287.24	184.58	471.82	0.97	470.86	315.87	207.78	523.65	2.95	520.69	532.85	557.98
14	606379	606495	117	606438	77	YNL014W	HEF3	NA	NA	21.72	16.29	38	0.39	37.62	38	44.91	82.91	2.37	80.54	42.57	86.31
14	614441	614485	45	614464	40	YNL010W	null	directional	+,+	8.39	11.35	19.74	0.15	19.59	15.79	18.26	34.05	2.13	31.92	22.17	34.21
14	618286	618449	164	618369.5	203	YNL007C	SIS1	directional	-,-	51.33	48.86	100.19	0.54	99.65	52.81	50.34	103.15	2.53	100.62	112.77	107.83
14	619801	619999	199	619902	194	YNL006W	LST8	divergent	-,+	55.77	39.98	95.75	0.66	95.09	57.74	41.95	99.7	2.64	97.05	107.61	104
14	631379	631624	246	631503.5	195	tP(AGG)N	SUF10	directional	-,-	56.76	39.48	96.24	0.81	95.43	73.54	53.8	127.33	2.8	124.53	107.99	133.45
14	634093	634253	161	634175	102	YNR003C	RPC34	directional	-,-	26.65	23.69	50.34	0.53	49.81	37.02	34.05	71.07	2.52	68.55	56.37	73.46
14	636803	636844	42	636825.5	44	YNR006W	VPS27	directional	+,+	14.81	6.91	21.72	0.14	21.58	18.75	17.27	36.03	2.12	33.9	24.42	36.33
14	642340	642573	234	642458.5	519	YNR008W	LRO1	directional	+,+	119.44	136.71	256.15	0.77	255.37	121.41	140.17	261.58	2.76	258.82	289	277.35
14	643583	643636	54	643611.5	38	YNR010W	CSE2	directional	+,+	8.88	9.87	18.75	0.18	18.58	19.74	16.29	36.03	2.16	33.86	21.02	36.29
14	646972	647353	382	647164.5	462	YNR011C	PRP2	divergent	-,+	90.81	137.2	228.02	1.26	226.75	96.24	141.65	237.89	3.25	234.64	256.61	251.44
14	651806	652409	604	652109.5	3122	YNR014W	null	divergent	-,+	708.23	832.6	1540.83	2	1538.83	710.7	841.49	1552.19	3.98	1548.2	1741.45	1659.06
14	653166	653340	175	653255	193	YNR015W	SMM1	directional	+,+	37.02	58.24	95.25	0.58	94.67	45.41	70.58	115.98	2.56	113.42	107.14	121.54
14	661421	661478	58	661451.5	45	YNR016C	ACC1	divergent	-,+	12.83	9.38	22.21	0.19	22.02	22.21	18.26	40.47	2.18	38.29	24.92	41.03
14	661894	662647	754	662272.5	1747	YNR017W	TIM23	divergent	-,+	455.54	406.68	862.22	2.49	859.72	464.92	411.12	876.03	4.48	871.55	972.92	933.96
14	663593	664149	557	663873	498	YNR017W	TIM23	directional	+,+	106.6	139.18	245.78	1.84	243.94	111.05	141.65	252.69	3.83	248.86	276.06	266.68
14	665023	665261	239	665144	546	YNR018W	AIM38	directional	+,+	82.42	187.05	269.47	0.79	268.68	91.31	191.99	283.29	2.78	280.52	304.06	300.6
14	668120	668315	196	668219.5	308	YNR020C	ATP23	NA	NA	91.31	60.71	152.01	0.65	151.36	94.76	64.16	158.92	2.63	156.29	171.29	167.48
14	670260	670360	101	670312	74	YNR023W	SNF12	divergent	-,+	18.26	18.26	36.52	0.33	36.19	23.2	24.18	47.38	2.32	45.06	40.95	48.29
14	672032	672361	330	672198.5	215	YNR023W	SNF12	directional	+,+	57.25	48.86	106.11	1.09	105.02	63.17	50.83	114.01	3.08	110.93	118.85	118.87
14	674718	674906	189	674814	512	YNR027W	BUD17	divergent	-,+	148.56	104.14	252.69	0.63	252.07	152.01	107.59	259.6	2.61	256.99	285.26	275.39
14	675817	676119	303	675970	570	YNR027W	BUD17	directional	+,+	143.13	138.19	281.32	1	280.32	151.52	161.39	312.9	2.99	309.92	317.22	332.11
14	678493	678739	247	678618	490	YNR029C	null	divergent	-,+	116.97	124.87	241.83	0.82	241.02	122.89	132.76	255.65	2.8	252.85	272.75	270.96
14	685701	685932	232	685818.5	485	YNR032W	PPG1	divergent	-,+	103.15	136.22	239.37	0.77	238.6	113.51	148.06	261.58	2.75	258.82	270.01	277.36
