chr	type	start	stop	orientation	sysname	genename 
14	mRNA	620067	620978	+	YNL006W_mRNA	
14	gene	621313	622428	-	YNL005C	MRP7
14	CDS	621313	622428	-		
14	mRNA	621313	622428	-	YNL005C_mRNA	
14	gene	622915	624621	+	YNL004W	HRB1
14	CDS	622915	622944	+		
14	CDS	623287	624621	+		
14	intron	622945	623286	+		
14	mRNA	622915	624621	+	YNL004W_mRNA	
14	gene	624975	625829	-	YNL003C	PET8
14	CDS	624975	625829	-		
14	mRNA	624975	625829	-	YNL003C_mRNA	
14	gene	626174	627142	-	YNL002C	RLP7
14	CDS	626174	627142	-		
14	mRNA	626174	627142	-	YNL002C_mRNA	
14	gene	627456	628616	+	YNL001W	DOM34
14	CDS	627456	628616	+		
14	mRNA	627456	628616	+	YNL001W_mRNA	
14	centromere	628758	628875	+	CEN14	CEN14
14	centromere_DNA_Element_I	628758	628767	+		
14	centromere_DNA_Element_II	628768	628850	+		
14	centromere_DNA_Element_III	628851	628875	+		
14	gene	629622	631061	-	YNR001C	CIT1
14	CDS	629622	631061	-		
14	mRNA	629622	631061	-	YNR001C_mRNA	
14	gene	631263	631481	+	YNR001W-A	Dubious_ORF
14	CDS	631263	631481	+		
14	mRNA	631263	631481	+	YNR001W-A_mRNA	
14	tRNA_gene	631846	631917	-	tP%28AGG%29N	SUF10
14	noncoding_exon	631846	631917	-		
14	long_terminal_repeat	631998	632114	-	YNRCdelta7	
14	long_terminal_repeat	632119	632489	-	YNRCtau3	
14	tRNA_gene	632599	632672	+	tN%28GUU%29N2	
14	noncoding_exon	632599	632672	+		
14	gene	633008	633856	-	YNR002C	ATO2
14	CDS	633008	633856	-		
14	mRNA	633008	633856	-	YNR002C_mRNA	
14	gene	634344	635297	-	YNR003C	RPC34
14	CDS	634344	635297	-		
14	mRNA	634344	635297	-	YNR003C_mRNA	
14	gene	634420	634518	+	YNR003W-A	Dubious_ORF
14	CDS	634420	634518	+		
14	mRNA	634420	634518	+	YNR003W-A_mRNA	
14	ARS	635664	635904	.	ARS1426	
14	ARS_consensus_sequence	635815	635831	-	ARS1426_ARS_consensus_sequence	
14	gene	635943	636383	+	YNR004W	SWM2
14	CDS	635943	636383	+		
14	mRNA	635943	636383	+	YNR004W_mRNA	
14	gene	636931	637335	-	YNR005C	Dubious_ORF
14	CDS	636931	637335	-		
14	mRNA	636931	637335	-	YNR005C_mRNA	
14	gene	636986	638854	+	YNR006W	VPS27
14	CDS	636986	638854	+		
14	mRNA	636986	638854	+	YNR006W_mRNA	
14	gene	639182	640114	-	YNR007C	ATG3
14	CDS	639182	640114	-		
14	mRNA	639182	640114	-	YNR007C_mRNA	
14	gene	640396	642381	+	YNR008W	LRO1
14	CDS	640396	642381	+		
14	mRNA	640396	642381	+	YNR008W_mRNA	
14	gene	642690	643439	+	YNR009W	NRM1
14	CDS	642690	643439	+		
14	mRNA	642690	643439	+	YNR009W_mRNA	
14	gene	643744	644193	+	YNR010W	CSE2
14	CDS	643744	644193	+		
14	mRNA	643744	644193	+	YNR010W_mRNA	
14	gene	644320	646950	-	YNR011C	PRP2
14	CDS	644320	646950	-		
14	mRNA	644320	646950	-	YNR011C_mRNA	
14	gene	647432	648937	+	YNR012W	URK1
14	CDS	647432	648937	+		
14	mRNA	647432	648937	+	YNR012W_mRNA	
14	gene	649028	651712	-	YNR013C	PHO91
14	CDS	649028	651712	-		
14	mRNA	649028	651712	-	YNR013C_mRNA	
14	gene	652465	653103	+	YNR014W	Dubious_ORF
14	CDS	652465	653103	+		
14	mRNA	652465	653103	+	YNR014W_mRNA	
14	gene	653387	654541	+	YNR015W	SMM1
14	CDS	653387	654541	+		
14	mRNA	653387	654541	+	YNR015W_mRNA	
14	gene	654673	661374	-	YNR016C	ACC1
14	CDS	654673	661374	-		
14	mRNA	654673	661374	-	YNR016C_mRNA	
14	gene	662913	663581	+	YNR017W	TIM23
14	CDS	662913	663581	+		
14	mRNA	662913	663581	+	YNR017W_mRNA	
14	gene	664270	664944	+	YNR018W	RCF2
14	CDS	664270	664944	+		
14	mRNA	664270	664944	+	YNR018W_mRNA	
14	gene	665339	667267	+	YNR019W	ARE2
14	CDS	665339	667267	+		
14	mRNA	665339	667267	+	YNR019W_mRNA	
14	gene	667410	668222	-	YNR020C	ATP23
14	CDS	667410	668222	-		
14	mRNA	667410	668222	-	YNR020C_mRNA	
14	gene	668377	669591	+	YNR021W	Dubious_ORF
14	CDS	668377	669591	+		
14	mRNA	668377	669591	+	YNR021W_mRNA	
14	gene	669774	670193	-	YNR022C	MRPL50
14	CDS	669774	670193	-		
14	mRNA	669774	670193	-	YNR022C_mRNA	
14	gene	670418	672118	+	YNR023W	SNF12
14	CDS	670418	672118	+		
14	mRNA	670418	672118	+	YNR023W_mRNA	
14	gene	672409	672969	+	YNR024W	MPP6
14	CDS	672409	672969	+		
14	mRNA	672409	672969	+	YNR024W_mRNA	
14	gene	672702	673061	-	YNR025C	Dubious_ORF
14	CDS	672702	673061	-		
14	mRNA	672702	673061	-	YNR025C_mRNA	
14	gene	673274	674689	-	YNR026C	SEC12
14	CDS	673274	674689	-		
14	mRNA	673274	674689	-	YNR026C_mRNA	
14	gene	674923	675876	+	YNR027W	BUD17
14	CDS	674923	675876	+		
14	mRNA	674923	675876	+	YNR027W_mRNA	
14	gene	676177	677103	+	YNR028W	CPR8
14	CDS	676177	677103	+		
14	mRNA	676177	677103	+	YNR028W_mRNA	
14	gene	677199	678488	-	YNR029C	Dubious_ORF
14	CDS	677199	678488	-		
14	mRNA	677199	678488	-	YNR029C_mRNA	
14	gene	678799	680454	+	YNR030W	ALG12
14	CDS	678799	680454	+		
14	mRNA	678799	680454	+	YNR030W_mRNA	
14	gene	680694	685433	-	YNR031C	SSK2
14	CDS	680694	685433	-		
14	mRNA	680694	685433	-	YNR031C_mRNA	
14	gene	686010	687116	+	YNR032W	PPG1
14	CDS	686010	687116	+		
14	mRNA	686010	687116	+	YNR032W_mRNA	
14	gene	687243	687464	-	YNR032C-A	HUB1
14	CDS	687243	687464	-		
14	mRNA	687243	687464	-	YNR032C-A_mRNA	
14	gene	687635	689998	+	YNR033W	ABZ1
14	CDS	687635	689998	+		
14	mRNA	687635	689998	+	YNR033W_mRNA	
14	gene	690321	691286	+	YNR034W	SOL1
14	CDS	690321	691286	+		
14	mRNA	690321	691286	+	YNR034W_mRNA	
14	ARS	691486	691730	.	ARS1427	
14	ARS_consensus_sequence	691662	691678	-	ARS1427_ARS_consensus_sequence	
14	gene	692561	692857	+	YNR034W-A	EGO4
14	CDS	692561	692857	+		
14	mRNA	692561	692857	+	YNR034W-A_mRNA	
14	gene	693019	694047	-	YNR035C	ARC35
14	CDS	693019	694047	-		
14	mRNA	693019	694047	-	YNR035C_mRNA	
14	gene	694361	694822	-	YNR036C	MRPS12
14	CDS	694361	694822	-		
14	mRNA	694361	694822	-	YNR036C_mRNA	
14	gene	695052	695327	-	YNR037C	RSM19
14	CDS	695052	695327	-		
14	mRNA	695052	695327	-	YNR037C_mRNA	
14	gene	695595	697484	+	YNR038W	DBP6
14	CDS	695595	697484	+		
14	mRNA	695595	697484	+	YNR038W_mRNA	
14	gene	697614	699431	-	YNR039C	ZRG17
14	CDS	697614	699431	-		
14	mRNA	697614	699431	-	YNR039C_mRNA	
14	gene	699690	700460	+	YNR040W	Dubious_ORF
14	CDS	699690	700460	+		
14	mRNA	699690	700460	+	YNR040W_mRNA	
14	gene	700541	701659	-	YNR041C	COQ2
14	CDS	700541	701659	-		
14	mRNA	700541	701659	-	YNR041C_mRNA	
14	gene	701238	701666	+	YNR042W	Dubious_ORF
14	CDS	701238	701666	+		
14	mRNA	701238	701666	+	YNR042W_mRNA	
14	gene	701895	703085	+	YNR043W	MVD1
14	CDS	701895	703085	+		
14	mRNA	701895	703085	+	YNR043W_mRNA	
14	gene	703699	705876	+	YNR044W	AGA1
14	CDS	703699	705876	+		
14	mRNA	703699	705876	+	YNR044W_mRNA	
14	gene	706139	707608	+	YNR045W	PET494
14	CDS	706139	707608	+		
14	mRNA	706139	707608	+	YNR045W_mRNA	
14	gene	707788	708195	+	YNR046W	TRM112
14	CDS	707788	708195	+		
14	mRNA	707788	708195	+	YNR046W_mRNA	
14	gene	708523	711204	+	YNR047W	FPK1
14	CDS	708523	711204	+		
14	mRNA	708523	711204	+	YNR047W_mRNA	
14	gene	711630	712811	+	YNR048W	Dubious_ORF
14	CDS	711630	712811	+		
14	mRNA	711630	712811	+	YNR048W_mRNA	
14	gene	713023	713655	-	YNR049C	MSO1
14	CDS	713023	713655	-		
14	mRNA	713023	713655	-	YNR049C_mRNA	
14	region	714048	715388	-		
14	gene	714048	715388	-	YNR050C	LYS9
14	CDS	714048	715388	-		
14	mRNA	714048	715388	-	YNR050C_mRNA	
14	snoRNA_gene	716120	716284	+	snR49	SNR49
14	noncoding_exon	716120	716284	+		
14	gene	716780	718327	-	YNR051C	BRE5
14	CDS	716780	718327	-		
14	mRNA	716780	718327	-	YNR051C_mRNA	
14	gene	719346	720647	-	YNR052C	POP2
14	CDS	719346	720647	-		
14	mRNA	719346	720647	-	YNR052C_mRNA	
14	gene	721120	723112	-	YNR053C	NOG2
14	CDS	721120	721770	-		
14	CDS	722303	723112	-		
14	intron	721771	722302	-		
14	mRNA	721120	723112	-	YNR053C_mRNA	
14	snoRNA_gene	721938	722211	-	snR191	SNR191
14	noncoding_exon	721938	722211	-		
14	gene	723356	724306	-	YNR054C	ESF2
14	CDS	723356	724306	-		
14	mRNA	723356	724306	-	YNR054C_mRNA	
14	tRNA_gene	726134	726217	-	tL%28UAA%29N	
14	noncoding_exon	726134	726217	-		
14	long_terminal_repeat	726234	726574	+	YNRWsigma4	
14	long_terminal_repeat	726614	726945	-	YNRCdelta8	
14	long_terminal_repeat	727363	727661	-	YNRCdelta9	
14	gene	728426	730186	-	YNR055C	HOL1
14	CDS	728426	730186	-		
14	mRNA	728426	730186	-	YNR055C_mRNA	
14	gene	731618	733303	-	YNR056C	BIO5
14	CDS	731618	733303	-		
14	mRNA	731618	733303	-	YNR056C_mRNA	
14	gene	733356	734069	-	YNR057C	BIO4
14	CDS	733356	734069	-		
14	mRNA	733356	734069	-	YNR057C_mRNA	
14	gene	734291	735733	+	YNR058W	BIO3
14	CDS	734291	735733	+		
14	mRNA	734291	735733	+	YNR058W_mRNA	
14	gene	736803	738545	+	YNR059W	MNT4
14	CDS	736803	738545	+		
14	mRNA	736803	738545	+	YNR059W_mRNA	
14	gene	739951	742110	+	YNR060W	FRE4
14	CDS	739951	742110	+		
14	mRNA	739951	742110	+	YNR060W_mRNA	
14	gene	742881	743540	-	YNR061C	Dubious_ORF
14	CDS	742881	743540	-		
14	mRNA	742881	743540	-	YNR061C_mRNA	
14	gene	744360	745343	-	YNR062C	Dubious_ORF
14	CDS	744360	745343	-		
14	mRNA	744360	745343	-	YNR062C_mRNA	
14	gene	746943	748766	+	YNR063W	Dubious_ORF
14	CDS	746943	748766	+		
14	mRNA	746943	748766	+	YNR063W_mRNA	
14	gene	749136	750008	-	YNR064C	Dubious_ORF
14	CDS	749136	750008	-		
14	mRNA	749136	750008	-	YNR064C_mRNA	
14	gene	750350	753700	-	YNR065C	Dubious_ORF
14	CDS	750350	753700	-		
14	mRNA	750350	753700	-	YNR065C_mRNA	
14	gene	753725	755035	-	YNR066C	Dubious_ORF
14	CDS	753725	755035	-		
14	mRNA	753725	755035	-	YNR066C_mRNA	
14	gene	755746	759099	-	YNR067C	DSE4
14	CDS	755746	759099	-		
14	mRNA	755746	759099	-	YNR067C_mRNA	
14	gene	760067	760885	-	YNR068C	Dubious_ORF
14	CDS	760067	760885	-		
14	mRNA	760067	760885	-	YNR068C_mRNA	
14	gene	761123	762592	-	YNR069C	BSC5
14	CDS	761123	762592	-		
14	mRNA	761123	762592	-	YNR069C_mRNA	
14	gene	765375	769376	+	YNR070W	PDR18
14	CDS	765375	769376	+		
14	mRNA	765375	769376	+	YNR070W_mRNA	
14	gene	770440	771468	-	YNR071C	Dubious_ORF
14	CDS	770440	771468	-		
14	mRNA	770440	771468	-	YNR071C_mRNA	
14	gene	772657	774351	+	YNR072W	HXT17
14	CDS	772657	774351	+		
14	mRNA	772657	774351	+	YNR072W_mRNA	
14	gene	774792	776300	-	YNR073C	Dubious_ORF
14	CDS	774792	776300	-		
14	mRNA	774792	776300	-	YNR073C_mRNA	
14	gene	777602	778738	-	YNR074C	AIF1
14	CDS	777602	778738	-		
14	mRNA	777602	778738	-	YNR074C_mRNA	
14	gene	779916	781040	+	YNR075W	COS10
14	CDS	779916	781040	+		
14	mRNA	779916	781040	+	YNR075W_mRNA	
14	gene	781511	781603	-	YNR075C-A	Dubious_ORF
14	CDS	781511	781603	-		
14	mRNA	781511	781603	-	YNR075C-A_mRNA	
14	gene	781918	782280	+	YNR076W	PAU6
14	CDS	781918	782280	+		
14	mRNA	781918	782280	+	YNR076W_mRNA	
14	telomere	783278	784333	+	TEL14R	
14	X_element	783278	783740	+	TEL14R_X_element	
14	X_element_combinatorial_repeat	783741	784037	+	TEL14R_X_element_combinatorial_repeat	
14	telomeric_repeat	784038	784333	+	TEL14R_telomeric_repeat	
14	gene	783287	783541	-	YNR077C	Dubious_ORF
14	CDS	783287	783541	-		
14	mRNA	783287	783541	-	YNR077C_mRNA	
15	chromosome	1	1091291	.	15	
15	telomere	1	847	-	TEL15L	
15	X_element	389	847	-	TEL15L_X_element	
15	X_element_combinatorial_repeat	118	388	-	TEL15L_X_element_combinatorial_repeat	
15	telomeric_repeat	1	117	-	TEL15L_telomeric_repeat	
15	gene	585	740	+	YOL166W-A	Dubious_ORF
15	CDS	585	740	+		
15	mRNA	585	740	+	YOL166W-A_mRNA	
15	gene	1000	1338	-	YOL166C	Dubious_ORF
15	CDS	1000	1338	-		
15	mRNA	1000	1338	-	YOL166C_mRNA	
15	gene	1647	2078	-	YOL165C	AAD15
15	CDS	1647	2078	-		
15	mRNA	1647	2078	-	YOL165C_mRNA	
15	long_terminal_repeat	2894	3223	-	YOLCdelta1	
15	long_terminal_repeat	3809	3986	+	YOLWtau1	
15	gene	4130	4312	+	YOL164W-A	Dubious_ORF
15	CDS	4130	4312	+		
15	mRNA	4130	4312	+	YOL164W-A_mRNA	
15	gene	6175	8115	+	YOL164W	BDS1
15	CDS	6175	8115	+		
15	mRNA	6175	8115	+	YOL164W_mRNA	
15	gene	9597	10106	+	YOL163W	Dubious_ORF
15	CDS	9597	10106	+		
15	mRNA	9597	10106	+	YOL163W_mRNA	
15	gene	10119	10766	+	YOL162W	Dubious_ORF
15	CDS	10119	10766	+		
15	mRNA	10119	10766	+	YOL162W_mRNA	
15	gene	11549	11911	-	YOL161C	PAU20
15	CDS	11549	11911	-		
15	mRNA	11549	11911	-	YOL161C_mRNA	
15	gene	14313	14654	+	YOL160W	Dubious_ORF
15	CDS	14313	14654	+		
15	mRNA	14313	14654	+	YOL160W_mRNA	
15	gene	15233	15505	-	YOL159C-A	Dubious_ORF
15	CDS	15233	15505	-		
15	mRNA	15233	15505	-	YOL159C-A_mRNA	
15	gene	17281	17796	-	YOL159C	Dubious_ORF
15	CDS	17281	17796	-		
15	mRNA	17281	17796	-	YOL159C_mRNA	
15	long_terminal_repeat	18302	18561	-	YOLCdelta2	
15	gene	19491	21311	-	YOL158C	ENB1
15	CDS	19491	21311	-		
15	mRNA	19491	21311	-	YOL158C_mRNA	
15	gene	22525	24294	-	YOL157C	IMA2
15	CDS	22525	24294	-		
15	mRNA	22525	24294	-	YOL157C_mRNA	
15	region	25273	26976	+		
15	gene	25273	26976	+	YOL156W	HXT11
15	CDS	25273	26976	+		
15	mRNA	25273	26976	+	YOL156W_mRNA	
15	gene	27084	27218	+	YOL155W-A	Dubious_ORF
15	CDS	27084	27218	+		
15	mRNA	27084	27218	+	YOL155W-A_mRNA	
15	gene	28703	31606	-	YOL155C	HPF1
15	CDS	28703	31606	-		
15	mRNA	28703	31606	-	YOL155C_mRNA	
15	gene	34658	35407	+	YOL154W	ZPS1
15	CDS	34658	35407	+		
15	mRNA	34658	35407	+	YOL154W_mRNA	
15	ARS	35669	35904	.	ARS1531	
15	ARS_consensus_sequence	35713	35729	+	ARS1531_ARS_consensus_sequence	
15	blocked_reading_frame	36822	38567	-	YOL153C	
15	CDS	36822	38567	-		
15	gene	40748	42610	+	YOL152W	FRE7
15	CDS	40748	42610	+		
15	mRNA	40748	42610	+	YOL152W_mRNA	
15	gene	43694	44722	+	YOL151W	GRE2
15	CDS	43694	44722	+		
15	mRNA	43694	44722	+	YOL151W_mRNA	
15	gene	44473	44784	-	YOL150C	Dubious_ORF
15	CDS	44473	44784	-		
15	mRNA	44473	44784	-	YOL150C_mRNA	
15	gene	44938	45633	+	YOL149W	DCP1
15	CDS	44938	45633	+		
15	mRNA	44938	45633	+	YOL149W_mRNA	
15	gene	45760	47574	-	YOL148C	SPT20
15	CDS	45760	47574	-		
15	mRNA	45760	47574	-	YOL148C_mRNA	
15	gene	47933	48643	-	YOL147C	PEX11
15	CDS	47933	48643	-		
15	mRNA	47933	48643	-	YOL147C_mRNA	
15	gene	48864	49448	+	YOL146W	PSF3
15	CDS	48864	49448	+		
15	mRNA	48864	49448	+	YOL146W_mRNA	
15	gene	49555	52788	-	YOL145C	CTR9
15	CDS	49555	52788	-		
15	mRNA	49555	52788	-	YOL145C_mRNA	
15	gene	53098	54552	+	YOL144W	NOP8
15	CDS	53098	54552	+		
15	mRNA	53098	54552	+	YOL144W_mRNA	
15	gene	54595	55104	-	YOL143C	RIB4
15	CDS	54595	55104	-		
15	mRNA	54595	55104	-	YOL143C_mRNA	
15	gene	55558	56280	+	YOL142W	RRP40
15	CDS	55558	56280	+		
15	mRNA	55558	56280	+	YOL142W_mRNA	
15	gene	56452	58539	+	YOL141W	PPM2
15	CDS	56452	58539	+		
15	mRNA	56452	58539	+	YOL141W_mRNA	
15	matrix_attachment_site	58541	58563	+	ETC2	ETC2
15	gene	58759	60030	+	YOL140W	ARG8
15	CDS	58759	60030	+		
15	mRNA	58759	60030	+	YOL140W_mRNA	
15	gene	60383	61024	-	YOL139C	CDC33
15	CDS	60383	61024	-		
15	mRNA	60383	61024	-	YOL139C_mRNA	
15	gene	61325	65350	-	YOL138C	RTC1
15	CDS	61325	65350	-		
15	mRNA	61325	65350	-	YOL138C_mRNA	
15	gene	65621	67114	+	YOL137W	BSC6
15	CDS	65621	67114	+		
15	mRNA	65621	67114	+	YOL137W_mRNA	
15	gene	67561	68754	-	YOL136C	PFK27
15	CDS	67561	68754	-		
15	mRNA	67561	68754	-	YOL136C_mRNA	
15	gene	69376	70044	-	YOL135C	MED7
15	CDS	69376	70044	-		
15	mRNA	69376	70044	-	YOL135C_mRNA	
15	gene	70156	70545	-	YOL134C	Dubious_ORF
15	CDS	70156	70545	-		
15	mRNA	70156	70545	-	YOL134C_mRNA	
15	gene	70325	70690	+	YOL133W	HRT1
15	CDS	70325	70690	+		
15	mRNA	70325	70690	+	YOL133W_mRNA	
15	gene	71300	72715	+	YOL132W	GAS4
15	CDS	71300	72715	+		
15	mRNA	71300	72715	+	YOL132W_mRNA	
15	ARS	72683	72753	.	ARS1507	
15	ARS_consensus_sequence	72687	72703	+	ARS1507_ARS_consensus_sequence	
15	gene	73031	73357	+	YOL131W	Dubious_ORF
15	CDS	73031	73357	+		
15	mRNA	73031	73357	+	YOL131W_mRNA	
15	gene	74400	76979	+	YOL130W	ALR1
15	CDS	74400	76979	+		
15	mRNA	74400	76979	+	YOL130W_mRNA	
15	gene	77560	78114	+	YOL129W	VPS68
15	CDS	77560	78114	+		
15	mRNA	77560	78114	+	YOL129W_mRNA	
15	gene	78352	79479	-	YOL128C	YGK3
15	CDS	78352	79479	-		
15	mRNA	78352	79479	-	YOL128C_mRNA	
15	gene	80348	81190	+	YOL127W	RPL25
15	CDS	80348	80360	+		
15	CDS	80775	81190	+		
15	intron	80361	80774	+		
15	mRNA	80348	81190	+	YOL127W_mRNA	
15	gene	81787	82920	-	YOL126C	MDH2
15	CDS	81787	82920	-		
15	mRNA	81787	82920	-	YOL126C_mRNA	
15	gene	83834	85264	+	YOL125W	TRM13
15	CDS	83834	85264	+		
15	mRNA	83834	85264	+	YOL125W_mRNA	
15	ARS	85270	85361	.	ARS1508	
15	ARS_consensus_sequence	85344	85360	-	ARS1508_ARS_consensus_sequence	
15	gene	85456	86757	-	YOL124C	TRM11
15	CDS	85456	86757	-		
15	mRNA	85456	86757	-	YOL124C_mRNA	
15	gene	87844	89448	+	YOL123W	HRP1
15	CDS	87844	89448	+		
15	mRNA	87844	89448	+	YOL123W_mRNA	
15	gene	89692	91419	-	YOL122C	SMF1
15	CDS	89692	91419	-		
15	mRNA	89692	91419	-	YOL122C_mRNA	
15	gene	92026	92850	-	YOL121C	RPS19A
15	CDS	92026	92440	-		
15	CDS	92831	92850	-		
15	intron	92441	92830	-		
15	mRNA	92026	92850	-	YOL121C_mRNA	
15	gene	93395	94402	-	YOL120C	RPL18A
15	CDS	93395	93843	-		
15	CDS	94291	94402	-		
15	intron	93844	94290	-		
15	mRNA	93395	94402	-	YOL120C_mRNA	
15	gene	94856	96361	-	YOL119C	MCH4
15	CDS	94856	96361	-		
15	mRNA	94856	96361	-	YOL119C_mRNA	
15	gene	96608	96916	-	YOL118C	Dubious_ORF
15	CDS	96608	96916	-		
15	mRNA	96608	96916	-	YOL118C_mRNA	
15	gene	97551	99488	+	YOL117W	RRI2
15	CDS	97551	99488	+		
15	mRNA	97551	99488	+	YOL117W_mRNA	
15	gene	99809	100957	+	YOL116W	MSN1
15	CDS	99809	100957	+		
15	mRNA	99809	100957	+	YOL116W_mRNA	
15	gene	101475	103229	+	YOL115W	PAP2
15	CDS	101475	103229	+		
15	mRNA	101475	103229	+	YOL115W_mRNA	
15	gene	103317	103925	-	YOL114C	PTH4
15	CDS	103317	103925	-		
15	mRNA	103317	103925	-	YOL114C_mRNA	
15	gene	104326	106293	+	YOL113W	SKM1
15	CDS	104326	106293	+		
15	mRNA	104326	106293	+	YOL113W_mRNA	
15	gene	106710	108188	+	YOL112W	MSB4
15	CDS	106710	108188	+		
15	mRNA	106710	108188	+	YOL112W_mRNA	
15	gene	108258	108896	-	YOL111C	MDY2
15	CDS	108258	108896	-		
15	mRNA	108258	108896	-	YOL111C_mRNA	
15	gene	109176	109889	+	YOL110W	SHR5
15	CDS	109176	109889	+		
15	mRNA	109176	109889	+	YOL110W_mRNA	
15	gene	110297	110638	+	YOL109W	ZEO1
15	CDS	110297	110638	+		
15	mRNA	110297	110638	+	YOL109W_mRNA	
15	tRNA_gene	110962	111033	-	tG%28UCC%29O	SUF1
15	noncoding_exon	110962	111033	-		
15	gene	111431	111886	-	YOL108C	INO4
15	CDS	111431	111886	-		
15	mRNA	111431	111886	-	YOL108C_mRNA	
15	gene	112102	113130	+	YOL107W	Dubious_ORF
15	CDS	112102	113130	+		
15	mRNA	112102	113130	+	YOL107W_mRNA	
15	gene	113226	113579	+	YOL106W	Dubious_ORF
15	CDS	113226	113579	+		
15	mRNA	113226	113579	+	YOL106W_mRNA	
15	long_terminal_repeat	113294	113626	-	YOLCdelta3	
15	tRNA_gene	113802	113874	+	tT%28AGU%29O1	
15	noncoding_exon	113802	113874	+		
15	ARS	113885	113983	.	ARS1509	
15	ARS_consensus_sequence	113894	113910	+	ARS1509_ARS_consensus_sequence	
15	gene	114138	115808	-	YOL105C	WSC3
15	CDS	114138	115808	-		
15	mRNA	114138	115808	-	YOL105C_mRNA	
15	gene	116396	117454	-	YOL104C	NDJ1
15	CDS	116396	117454	-		
15	mRNA	116396	117454	-	YOL104C_mRNA	
15	long_terminal_repeat	117703	118040	+	YOLWdelta4	
15	LTR_retrotransposon	117703	123628	+	YOLWTy1-1	
15	transposable_element_gene	118000	119322	+	YOL103W-A	
15	CDS	118000	119322	+		
15	transposable_element_gene	118000	123268	+	YOL103W-B	
15	CDS	118000	119304	+		
15	CDS	119306	123268	+		
15	plus_1_translational_frameshift	119305	119305	+		
15	long_terminal_repeat	123291	123628	+	YOLWdelta5	
15	gene	124001	125830	+	YOL103W	ITR2
15	CDS	124001	125830	+		
15	mRNA	124001	125830	+	YOL103W_mRNA	
15	gene	125997	126689	-	YOL102C	TPT1
15	CDS	125997	126689	-		
15	mRNA	125997	126689	-	YOL102C_mRNA	
15	gene	126982	127920	-	YOL101C	IZH4
15	CDS	126982	127920	-		
15	mRNA	126982	127920	-	YOL101C_mRNA	
15	gene	129237	132482	+	YOL100W	PKH2
15	CDS	129237	132482	+		
15	mRNA	129237	132482	+	YOL100W_mRNA	
15	gene	132017	132508	-	YOL099C	Dubious_ORF
15	CDS	132017	132508	-		
15	mRNA	132017	132508	-	YOL099C_mRNA	
15	gene	132725	135838	-	YOL098C	SDD3
15	CDS	132725	135838	-		
15	mRNA	132725	135838	-	YOL098C_mRNA	
15	snoRNA_gene	136088	136183	-	snR58	SNR58
15	noncoding_exon	136088	136183	-		
15	gene	136220	136405	+	YOL097W-A	Dubious_ORF
15	CDS	136220	136405	+		
15	mRNA	136220	136405	+	YOL097W-A_mRNA	
15	gene	136527	137825	-	YOL097C	WRS1
15	CDS	136527	137825	-		
15	mRNA	136527	137825	-	YOL097C_mRNA	
15	gene	138107	139045	-	YOL096C	COQ3
15	CDS	138107	139045	-		
15	mRNA	138107	139045	-	YOL096C_mRNA	
15	gene	139227	141347	-	YOL095C	HMI1
15	CDS	139227	141347	-		
15	mRNA	139227	141347	-	YOL095C_mRNA	
15	gene	141584	142555	-	YOL094C	RFC4
15	CDS	141584	142555	-		
15	mRNA	141584	142555	-	YOL094C_mRNA	
15	gene	142815	143696	+	YOL093W	TRM10
15	CDS	142815	143696	+		
15	mRNA	142815	143696	+	YOL093W_mRNA	
15	gene	144204	145130	+	YOL092W	YPQ1
15	CDS	144204	145130	+		
15	mRNA	144204	145130	+	YOL092W_mRNA	
15	gene	145334	147163	+	YOL091W	SPO21
15	CDS	145334	147163	+		
15	mRNA	145334	147163	+	YOL091W_mRNA	
15	gene	147382	150276	+	YOL090W	MSH2
15	CDS	147382	150276	+		
15	mRNA	147382	150276	+	YOL090W_mRNA	
15	gene	150398	153490	-	YOL089C	HAL9
15	CDS	150398	153490	-		
15	mRNA	150398	153490	-	YOL089C_mRNA	
15	gene	153912	154745	-	YOL088C	MPD2
15	CDS	153912	154745	-		
15	mRNA	153912	154745	-	YOL088C_mRNA	
15	gene	155287	158637	-	YOL087C	DUF1
15	CDS	155287	158637	-		
15	mRNA	155287	158637	-	YOL087C_mRNA	
15	gene	159173	159445	+	YOL086W-A	MHF1
15	CDS	159173	159445	+		
15	mRNA	159173	159445	+	YOL086W-A_mRNA	
15	gene	159548	160594	-	YOL086C	ADH1
15	CDS	159548	160594	-		
15	mRNA	159548	160594	-	YOL086C_mRNA	
15	gene	161579	161791	+	YOL085W-A	Dubious_ORF
15	CDS	161579	161791	+		
15	mRNA	161579	161791	+	YOL085W-A_mRNA	
15	gene	161673	162014	-	YOL085C	Dubious_ORF
15	CDS	161673	162014	-		
15	mRNA	161673	162014	-	YOL085C_mRNA	
15	gene	162356	165331	+	YOL084W	PHM7
15	CDS	162356	165331	+		
15	mRNA	162356	165331	+	YOL084W_mRNA	
15	gene	165714	166952	+	YOL083W	ATG34
15	CDS	165714	166952	+		
15	mRNA	165714	166952	+	YOL083W_mRNA	
15	gene	166461	166601	-	YOL083C-A	Dubious_ORF
15	CDS	166461	166601	-		
15	mRNA	166461	166601	-	YOL083C-A_mRNA	
15	ARS	166976	167221	.	ARS1510	
15	ARS_consensus_sequence	167002	167018	+	ARS1510_ARS_consensus_sequence	
15	gene	168727	169974	+	YOL082W	ATG19
15	CDS	168727	169974	+		
15	mRNA	168727	169974	+	YOL082W_mRNA	
